Pot(SSA1),F_Pmax(SSA1),Energia(SSA1),Media(SSA1),Var(SSA1),Max(SSA1),Min(SSA1),Pot(SSA2),F_Pmax(SSA2),Energia(SSA2),Media(SSA2),Var(SSA2),Max(SSA2),Min(SSA2),Pot(SSA3),F_Pmax(SSA3),Energia(SSA3),Media(SSA3),Var(SSA3),Max(SSA3),Min(SSA3),Tipo
0.013380374775649071,22.8828125,13.76786277452931,0.0028460968271885267,4.9117604039038745e-06,0.013380374775649071,0.0003061578901033916,0.018767795256967586,1.18359375,9.166452921672521,0.003095160875291958,7.820541319475557e-06,0.018767795256967586,0.0005982546292820553,0.01364605911071237,1.18359375,10.723612551876538,0.0031415660256780952,6.561552544295658e-06,0.01364605911071237,2.9146047775286408e-05,Tele
0.013380374775649071,22.8828125,13.76786277452931,0.0028460968271885267,4.9117604039038745e-06,0.013380374775649071,0.0003061578901033916,0.018767795256967586,1.18359375,9.166452921672521,0.003095160875291958,7.820541319475557e-06,0.018767795256967586,0.0005982546292820553,0.01364605911071237,1.18359375,10.723612551876538,0.0031415660256780952,6.561552544295658e-06,0.01364605911071237,2.9146047775286408e-05,Tele
0.013380374775649071,22.8828125,13.76786277452931,0.0028460968271885267,4.9117604039038745e-06,0.013380374775649071,0.0003061578901033916,0.018767795256967586,1.18359375,9.166452921672521,0.003095160875291958,7.820541319475557e-06,0.018767795256967586,0.0005982546292820553,0.01364605911071237,1.18359375,10.723612551876538,0.0031415660256780952,6.561552544295658e-06,0.01364605911071237,2.9146047775286408e-05,Tele
0.013380374775649071,22.8828125,13.76786277452931,0.0028460968271885267,4.9117604039038745e-06,0.013380374775649071,0.0003061578901033916,0.018767795256967586,1.18359375,9.166452921672521,0.003095160875291958,7.820541319475557e-06,0.018767795256967586,0.0005982546292820553,0.01364605911071237,1.18359375,10.723612551876538,0.0031415660256780952,6.561552544295658e-06,0.01364605911071237,2.9146047775286408e-05,Tele
0.013380374775649071,22.8828125,13.76786277452931,0.0028460968271885267,4.9117604039038745e-06,0.013380374775649071,0.0003061578901033916,0.018767795256967586,1.18359375,9.166452921672521,0.003095160875291958,7.820541319475557e-06,0.018767795256967586,0.0005982546292820553,0.01364605911071237,1.18359375,10.723612551876538,0.0031415660256780952,6.561552544295658e-06,0.01364605911071237,2.9146047775286408e-05,Tele
0.013380374775649071,22.8828125,13.76786277452931,0.0028460968271885267,4.9117604039038745e-06,0.013380374775649071,0.0003061578901033916,0.018767795256967586,1.18359375,9.166452921672521,0.003095160875291958,7.820541319475557e-06,0.018767795256967586,0.0005982546292820553,0.01364605911071237,1.18359375,10.723612551876538,0.0031415660256780952,6.561552544295658e-06,0.01364605911071237,2.9146047775286408e-05,Tele
0.013380374775649071,22.8828125,13.76786277452931,0.0028460968271885267,4.9117604039038745e-06,0.013380374775649071,0.0003061578901033916,0.018767795256967586,1.18359375,9.166452921672521,0.003095160875291958,7.820541319475557e-06,0.018767795256967586,0.0005982546292820553,0.01364605911071237,1.18359375,10.723612551876538,0.0031415660256780952,6.561552544295658e-06,0.01364605911071237,2.9146047775286408e-05,Tele
0.013380374775649071,22.8828125,13.76786277452931,0.0028460968271885267,4.9117604039038745e-06,0.013380374775649071,0.0003061578901033916,0.018767795256967586,1.18359375,9.166452921672521,0.003095160875291958,7.820541319475557e-06,0.018767795256967586,0.0005982546292820553,0.01364605911071237,1.18359375,10.723612551876538,0.0031415660256780952,6.561552544295658e-06,0.01364605911071237,2.9146047775286408e-05,Tele
0.03548252079639452,1.380859375,12.25284054054361,0.0037368748395610503,3.0053215147373853e-05,0.03548252079639452,0.0002968061349864063,0.0017924600558086054,17.556640625,0.18765175139146664,0.0009685254911544421,2.3111284955724346e-07,0.0017924600558086054,0.0002768038489004342,0.002397353405283268,49.7109375,0.1097858282358458,0.0006124834971699368,3.0243756010739964e-07,0.002397353405283268,1.0497348347942009e-05,Tele
0.04267540737946037,1.380859375,15.368158340386021,0.003809699272597958,3.8894510594746114e-05,0.04267540737946037,0.00032741027253663506,0.001818610344700182,19.923828125,0.1280984209620222,0.000978284562107634,2.2711972770440268e-07,0.001818610344700182,0.0002966271865728616,0.00242513241348667,49.7109375,0.06957164605261223,0.0006081173600419399,2.906002169609227e-07,0.00242513241348667,1.0850603923613124e-05,Tele
0.035009052558655974,1.380859375,13.025097391898756,0.003889447790402802,3.1975168107387546e-05,0.035009052558655974,0.0003452418667993207,0.0018227361264189098,18.345703125,0.16098329938179767,0.0010345424554320881,2.469015034787323e-07,0.0018227361264189098,0.0003198626475024084,0.0024915331627900707,49.7109375,0.09506224230196114,0.000648367921270464,3.3700154033613294e-07,0.0024915331627900707,1.08109991137777e-05,Tele
0.03689828326361274,1.380859375,9.63339540227125,0.0040936756874635155,3.503303376583327e-05,0.03689828326361274,0.0003165809846073039,0.0019417956891033773,18.54296875,0.20322306522401018,0.0010714611388111992,2.793825635411136e-07,0.0019417956891033773,0.0003134193651455573,0.0027027108221007816,49.7109375,0.1263231791483755,0.0006819083537329255,3.805823406032538e-07,0.0027027108221007816,9.366247212374193e-06,Tele
0.04586166793449234,1.97265625,19.942888110631515,0.0036581354460093907,5.7677109906932564e-05,0.04586166793449234,0.0002435209429085226,0.0011711959376046023,18.345703125,0.06734705121498398,0.0006811117364650108,1.0597068444870183e-07,0.0011711959376046023,0.00020394681784381986,0.0015677718013117582,49.7109375,0.028561754797756054,0.0004144702931990042,1.3632832254773614e-07,0.0015677718013117582,6.499012630981039e-06,Tele
0.03430977001719959,1.380859375,13.787510556153755,0.0038015542573453086,3.1965436050311246e-05,0.03430977001719959,0.00038773292200158885,0.001764646980091052,18.740234375,0.14448024636437548,0.001018714136703939,1.994768873372825e-07,0.001764646980091052,0.00035899666281753875,0.0025730022085527085,49.7109375,0.0782497327896598,0.00062159473473267,3.1405583233111335e-07,0.0025730022085527085,8.939649758277798e-06,Tele
0.03786895211367734,1.18359375,9.356479451804532,0.004197164476310383,3.7004326107409414e-05,0.03786895211367734,0.0003118931319338789,0.0020227345209608734,22.48828125,0.19333127744626577,0.0011010144493837244,3.052615626237121e-07,0.0020227345209608734,0.00031207609002304593,0.0028213680948592544,49.7109375,0.10403773543271128,0.0006970167194301775,3.96286993843581e-07,0.0028213680948592544,1.0762259241152001e-05,Tele
0.036616313531405355,1.380859375,10.857119034762468,0.004049326693987359,3.4586927941739674e-05,0.036616313531405355,0.0003191631403911483,0.0019471870755932643,18.345703125,0.2080287192208996,0.0010607858608369335,2.722365976635269e-07,0.0019471870755932643,0.00031080011167404124,0.002630483747852607,49.7109375,0.11258991502340729,0.0006710437759954894,3.6684100998323884e-07,0.002630483747852607,7.803658893597445e-06,Tele
0.036616313531405355,1.380859375,10.857119034762468,0.004049326693987359,3.4586927941739674e-05,0.036616313531405355,0.0003191631403911483,0.0019471870755932643,18.345703125,0.2080287192208996,0.0010607858608369335,2.722365976635269e-07,0.0019471870755932643,0.00031080011167404124,0.002630483747852607,49.7109375,0.11258991502340729,0.0006710437759954894,3.6684100998323884e-07,0.002630483747852607,7.803658893597445e-06,Tele
0.03850314849560445,1.380859375,10.253886824225756,0.004203252352954287,3.7563565118479674e-05,0.03850314849560445,0.0003502443167918578,0.0021813171257555274,18.1484375,0.2854435365845186,0.001121170760161873,2.964060699095549e-07,0.0021813171257555274,0.00034993005149027285,0.0028136908940329147,49.7109375,0.19108087443604566,0.000700366308977151,3.956580099782788e-07,0.0028136908940329147,5.209767287164411e-06,Tele
0.15701568449303446,2.3671875,141.00403785312562,0.00894442834458475,0.0004718329536778319,0.15701568449303446,0.00023310758484176755,0.006571291400833606,13.4140625,0.8133042956734253,0.0011979328777948833,1.6465747478354684e-06,0.006571291400833606,0.00019339858234286407,0.0014815652658495234,49.513671875,0.10773679986048738,0.00039812457589214595,1.1177149600518134e-07,0.0014815652658495234,5.565054917437587e-07,Tele
